id	index	key	value	value（翻訳）	備考: 翻訳に改行が含まれているとロケール作成時にエラーになります。改行を入れないよう注意して下さい。（注：ゲーム内の改行は\nと書く）
BUILDING_TITLE	bouncer_castle	0	Bouncy Castle Park	バウンシーキャッスル公園	
BUILDING_TITLE	dog-park-fence	0	Dog Park	ドッグパーク	
BUILDING_TITLE	Botanical garden	0	Botanical Garden	植物園	
BUILDING_TITLE	MerryGoRound	0	Carousel Park	メリーゴーランド公園	
BUILDING_TITLE	JapaneseGarden	0	Japanese Garden	日本庭園	
BUILDING_TITLE	ParadoxPlaza	0	Paradox Plaza	パラドックスプラザ	
BUILDING_TITLE	Statue of Liberty	0	Statue of Liberty	自由の女神像	
BUILDING_TITLE	Eiffel Tower	0	Eiffel Tower	エッフェル塔	
BUILDING_TITLE	Brandenburg Gate	0	Brandenburg Gate	ブランデンブルク門	
BUILDING_TITLE	Grand Central Terminal	0	Grand Central Terminal	グランド・セントラル駅	
BUILDING_TITLE	Arc de Triomphe	0	Arc de Triomphe	凱旋門	
BUILDING_TITLE	Wildlife Spawn Point	0	Wildlife Spawn Point	動物発生地点	
BUILDING_TITLE	police_station_EU	0	Police Station	警察署	
BUILDING_TITLE	Police Headquarters EU	0	Police Headquarters	警察本部	
BUILDING_TITLE	Fire_Station_EU	0	Fire Station	消防本部	
BUILDING_TITLE	firehouse_EU	0	Fire House	消防署	
BUILDING_TITLE	medicalclinicEU	0	Medical Clinic	診療所	
BUILDING_TITLE	hospital_EU	0	Hospital	病院	
BUILDING_TITLE	Elementary_School_EU	0	Elementary School	小学校	
BUILDING_TITLE	highschool_EU	0	High School	高校	
BUILDING_TITLE	University_EU	0	University	大学	
BUILDING_TITLE	hypermarket	0	Hypermarket	ハイパーマーケット	
BUILDING_TITLE	government_offices	0	Government Offices	官公庁	
BUILDING_TITLE	city_hall	0	City Hall	市庁舎	
BUILDING_TITLE	amsterdam_palace	0	Amsterdam Palace	アムステルダム宮殿	
BUILDING_TITLE	theatre	0	Theatre	劇場	
BUILDING_TITLE	cinema	0	Cinema	映画館	
BUILDING_TITLE	cathedral_of_cologne	0	Cathedral	大聖堂	
BUILDING_TITLE	shopping_center	0	Shopping Center	ショッピングセンター	
BUILDING_TITLE	department_store	0	Department Store	デパート	
BUILDING_TITLE	london_eye_anim	0	London Eye	ロンドン・アイ	
BUILDING_TITLE	Big_Ben	0	Big Ben	ビッグベン	
BUILDING_TITLE	arena	0	Sports Arena	スポーツ・アリーナ	
BUILDING_TITLE	gherkin	0	The Gherkin	ザ・ガーキン	
BUILDING_TITLE	Tennis_Court_EU	0	Tennis Court	テニスコート	
BUILDING_DESC	Prison	0	The Prison is a correctional facility to transform criminals into law-abiding citizens. Police stations have jails to hold criminals for a short time, but a Prison is needed to rehabilitate them.	刑務所は、犯罪者を法を守る市民へと変える更正施設です。警察署は犯罪者を一時的に留置できますが、彼らを社会復帰させるためには刑務所が必要となります。	
BUILDING_DESC	Casino	0	Casinos accommodate various activities for all adults who like to try their luck with gambling. They can also host entertainment events, such as stand-up comedy, concerts and other live performances.	カジノには、ギャンブルで運試しをしたい大人達のための様々な遊戯が揃っています。また、漫才やコント、コンサートなどのライブイベントも開催しています。	
BUILDING_DESC	LuxuryHotel	0	This is a top-of-the-line five-star hotel with all the services and comforts you can ask for. A luxury hotel can provide pleasant accommodations for everyone from the common tourist on a pampering holiday to the occasional quality-conscious celebrity visiting your city.	望むがままのサービスや快適さを備えた、最高級の5つ星ホテルです。この高級ホテルは贅沢な休日を過ごす一般の観光客から、時折都市を訪れる品質にうるさい有名人まで、誰でも快適に過ごせる宿泊施設を提供します。	
BUILDING_DESC	Fancy Fountain	0	Fantastic Fountain's mesmerizing fountains offer the perfect atmosphere for a romantic date. Latest studies show that proposals made near the beautifully illuminated fountains of the Fantastic Fountain have a success rate of 96% on average.	すてきな噴水はロマンチックなデートにピッタリな雰囲気を提供します。最新の研究によると美しい照明に照らされたすてきな噴水の近くで行われたプロポーズは、平均して96％の成功率を持つことが明らかになっています。	
BUILDING_DESC	DrivingRange	0	Driving Range offers perfect facilities to relax and practice your swing with professional intructors at your disposal.	ゴルフ練習場は気晴らしやスイングの練習にうってつけの施設です。好きなときにプロのコーチの指導を受けることができます。	
BUILDING_DESC	Zoo	0	A modern zoo with expert zookeepers and excellent living conditions for various animal species from slithering reptilians to cute domestic mammals and colorful birds.	熟練した飼育員と、這い回る爬虫類や愛らしい家畜、色とりどりの鳥類などなど、さまざまな生物種のための素晴らしい飼育環境を備えた、現代的な動物園です。	
BUILDING_DESC	Bus Station	0	Bus Station is a hub for bus traffic and it acts as a designated place where a bus or coach starts or ends its scheduled route.	バスステーションはバス交通網の中心地で、通常のバスや大型バスに設定するルートの起点や終点として機能します。	
BUILDING_DESC	Skatepark	0	A skatepark is a recreational environment specifically made for skateboarding, BMX, scooter and inline skating.	スケートパークはスケボー、BMX、キックスケーター、インラインスケートなどのために作られた公園です。	
BUILDING_DESC	9x15_RidingStable	0	Riding stables have a paddock and stalls for horses and ponies.	乗馬クラブにはパドックや、大型馬やポニーのための厩舎があります。	
BUILDING_DESC	Beachvolley Court	0	A sandy court and a net for playing beach volleyball with the boys. Or girls.	少年少女がビーチバレーを遊ぶための、砂でいっぱいのコートとネットです。	
BUILDING_DESC	2x8_FishingPier	0	A long pier with spots for recreational fishing.	スポーツフィッシングのための場所を備えた長い桟橋。	
BUILDING_DESC	Large Airport	0	A large airport complex with two runways, eleven terminals and readiness to connect directly to a subway network can handle much more traffic than a conventional airport.	2本の滑走路、11棟のターミナルを備え、地下鉄網への直接連絡がすぐできるこの大型空港は、従来型の空港よりもはるかに多くの交通を処理できます。	
BUILDING_DESC	Cargo Hub	0	A cargo harbor that accepts also train traffic. Cargo Hub combines the functionality of a Cargo Harbor and Cargo Terminal, but there is also a slight synergy bonus for the close proximity of the both facilities and reduced truck traffic between the two buildings.	貨物列車の乗り入れも可能な港です。貨物港と貨物駅の両方の機能を持ちますが、それに加え、両施設がごく近くなり港と駅を往来する貨物トラックが減るという、複合ならではの効果も少しあります。	
BUILDING_DESC	Taxi Depot	0	Taxi depot works as a garage and a repair shop for the taxi cabs between work shifts.	タクシー車庫は、タクシーが稼働していない間の保管場所や整備場所になります。	
BUILDING_DESC	Taxi Stand	0	When a taxi cab is not busy it will return to the closest taxi stand to wait for a fare – unless a taxi depot is closer by.	タクシーが暇なときは一番近いタクシー乗り場で乗客を待ちます。ただしタクシー車庫が近い場合を除きます。	
BUILDING_DESC	MagickaPark	0	A medieval themed amusement park based on the fantasy world of Midgård from the popular Magicka video games.	人気PCゲーム「Magicka」に登場するミズガルズ世界をモチーフにした、中世ヨーロッパ風のテーマパークです。	
BUILDING_DESC	2x2_Jet_ski_rental	0	Do you enjoy speed and water sports? Why not rent a waterski and go for an exciting and refreshing ride.	ウォータースポーツを楽しんでいますか？ジェットスキーをレンタルしてエキサイティングでさわやかなひと時を味わってはいかがでしょうか。	
BUILDING_DESC	3x2_Fishing tours	0	Organized fishing tours run year-round. Excursions include all necessary equipment as well as all necessary licenses	1年中出発できるフィッシングツアーを企画します。このツアーには必要なライセンスや装備ももちろん含まれています。	
BUILDING_DESC	4x4_Marina	0	This is a specially designed harbor with moorings for pleasure yachts and small boats.	プレジャーボートや小型ボートのために特別設計された係留施設を備える港です。	
BUILDING_DESC	2x4_RestaurantPier	0	This is a panoramic restaurant built on a pier. The unique location offers an impressive maritime vista for the diners.	桟橋の上に建つパノラマレストランです。このユニークな場所は食事に素晴らしい海の景色を提供します。	
BUILDING_DESC	Tram Depot	0	A Tram Depot sends out trams to lines automatically when it is connected to a tram line. Trams return to the depot after finishing their shift.	路面電車の車庫が路線に接続されていれば、路面電車は自動的に車庫から出庫します。路面電車はシフトが終わると車庫に入ります。	
BUILDING_DESC	tram_stop	0	Trams stop at tram stops. Connect stops to create lines. Depots send out trams to lines automatically. Place tram stops on tracks and connect the ends of the line to make it circular.	路面電車は、路面電車停留所で止まります。路線を完成させるには、停留所をつないでください。路面電車は自動的に車庫から出庫します。停留所を路面電車の軌道に設置して、円を描くように停留所同士をつないでください。	
BUILDING_DESC	Sauna	0	A Sauna is a healthcare facility where people come to bathe in hot, steamy rooms. Towels are optional. Saunas create a health bonus to the neighborhood around them and increase happiness.	サウナは熱くてむんむんする部屋に浸りに来るヘルスケア施設です。タオルは別売りです。サウナは近隣に健康ボーナスをもたらし、幸福度を向上させます。	
BUILDING_DESC	Ski Lodge	0	Citizens going on skiing hikes or just in need of some hot chocolate can stop at the Ski Lodge.	スキーロッジはスキーハイキング中の市民がちょっとホットチョコレートがほしくなった時に立ち寄れます。	
BUILDING_DESC	Skating Rink	0	A Skating Rink is a place to go for ice skating. A beautiful addition to any neighborhood.	スケートリンクではアイススケートが楽しめます。近隣の美観を高めます。	
BUILDING_DESC	Ice Sculpture Park	0	A park with beautiful ice sculptures by local artists.	地元のアーティストによって作られた氷によるすばらしい彫刻が楽しめる公園です。	
BUILDING_DESC	Ski Resort Building	0	A modern ski resort and slope for downhill skiing. Citizens from near and far travel to show off their skills and just enjoy the after ski parties at the resort.	真新しいスキーリゾートとダウンヒルスキーのための斜面です。各地から市民が自分の腕前を披露したり、スキーパーティーの後をこのリゾートで楽しんだりするためにやってきます。	
BUILDING_DESC	Ice Hockey Arena	0	The Ice Hockey Arena hosts exciting hockey games between local and foreign teams.	アイスホッケーアリーナでは、地元対他市チームによるエキサイティングな試合が開催されます。	
BUILDING_DESC	Spa Hotel	0	Citizens come to relax at the wonderful Spa Hotel. There are hot and cold baths, as well as swimming pools, and various massages available.	市民は素晴らしいスパホテルにくつろぎに来ます。温・冷浴室を備えており、もちろんプールやいろいろなマッサージが利用可能です。	
BUILDING_DESC	Boiler Station	0	Produce heat for your citizens with a good old fashioned boiler station. Make sure the building is connected to upgraded water pipes so it can distribute heating to buildings. The Boiler Station uses oil to produce heat.	懐かしい古き良きボイラーステーションです。市民に暖房を供給します。建物に暖房を供給することができるように、建物が熱供給管付きの水道管に接続していることを確認してください。ボイラーステーションの稼働には石油が必要です。	
BUILDING_DESC	Snowdump	0	The Snow Dump sends out snow plows to clear streets of snow. When a snow plow has a full load of snow, it will return to the Snow Dump to empty the load. Snow is melted at the dump to make room for more snow.	雪寄せ場からは、雪の街を除雪するために除雪車が出動します。除雪車が雪でいっぱいになると、雪寄せ場に戻ります。集められた雪は、さらに多くの雪を集められるように雪寄せ場で溶かされます。	
BUILDING_DESC	Road Maintenance Depot	0	Road Maintenance Depot houses Maintenance vehicles. They travel around the city to boost roads, allowing travel at higher than normal speeds.	道路管理事務所には道路整備作業車が配置されます。作業車は都市内をめぐって保守管理を行い、通常よりも高速に移動できるように整備します。	
BUILDING_DESC	Curling Park	0	The Curling Park is a favourite winter sports location for many citizens.	カーリング公園では、多くの市民が大好きなウインタースポーツが楽しめます。	
BUILDING_DESC	Sled_Hill	0	Citizens come to the Sledding Hill to have fun sledding down the slope.	市民はそりでスロープを駆け降りて遊ぶためにそり公園にやってきます。	
BUILDING_DESC	Snowman_Park	0	A park with just the right type of snow for building snowmen and snowwomen. Come and admire others' works or build your own!	雪だるまにうってつけの雪が積もる公園です。「雪女」「雪男」の皆さん、素晴らしい作品を見たり、作りに来たりしませんか？	
BUILDING_DESC	Snowcastle Restaurant	0	A fine restaurant in a huge snowcastle. Only chilled foods served!	巨大な雪のお城の素敵なレストランです。メニューは冷凍食品だけです!	
BUILDING_DESC	Sleigh Ride	0	For citizens with a need for speed. Sleigh Rides are fun and the scenery is gorgeous!	そり遊び場ではスピード狂の市民のための愉しいそり遊びと素晴らしい風景が楽しめます！	
BUILDING_DESC	Ice Hockey Rink	0	Built for small neighbourhood ice hockey games, the Ice Hockey Rink offers just enough room for maneuvering.	近隣でちょっとしたアイスホッケーを楽しむために、ちょうどよい大きさのスケートリンクが作られました。	
BUILDING_DESC	Snowmobile Track	0	Citizens come to the Snowmobile track to drive around for some fast fun.	いつもよりちょっと速くドライブしたい市民は、このスノーモービル競技場にやってきます。	
BUILDING_DESC	Ice_Fishing_Pond	0	This is where the big fish live, deep under the ice, during the winter. Citizens fish them for fun and food.	ここには冬の間、大物が氷の下に深く潜んでいます。市民は、釣りを楽しんだり釣果を食料にします。	
BUILDING_DESC	Frozen Fountain	0	In wintertime this fountain freezes over, creating wonderful shapes and shades in the ice.	この噴水は冬期は完全に凍結し、素晴らしい形と色合いを持った氷のオブジェとなります。	
BUILDING_DESC	Public Firepit	0	For citizens who fancy roasting a sausage or just warming by a fire, the Firepit Park has a nice, cozy fire going on at all times.	焚火公園には、焼き芋を焼いたり、しもやけおててを暖めたりするのにぴったりの心地よい火がいつでも燃えています。	
BUILDING_DESC	Igloo Hotel	0	Citizens and tourists who are looking for something a bit different love the Igloo Hotel. They can spend their nights in igloos made of ice and admire the dark night sky in the hotel yard.	変わったものを探している市民と観光客には、イグルーホテルがぴったりです。彼らは氷で作られたイグルーで夜を過ごしながら、ホテルの庭で真っ暗な夜空を満喫することができます。	
BUILDING_DESC	Santa_Claus_Workshop	0	Where all the gifts in the world come from! Elves work tirelessly through the year to make sure all good children get lovely toys for Christmas.	世界のすべての贈り物はここから送り出されます！クリスマスにいい子にしていたすべての子供たちに楽しいおもちゃをプレゼントするため、小さい妖精たちが年がら年中疲れを知らずに働いています。	
BUILDING_DESC	Geothermal_Plant	0	While using geothermal energy is not as effective as fossil fuels, it is very safe for the environment. The Geothermal Heating Plant pumps heat from deep within the earth to distribute it to citizens. Make sure the building is connected to upgraded water pipes so it can distribute heating to buildings.	地熱エネルギーは化石燃料ほど効果的ではありませんが、環境には極めて優しいです。地熱暖房プラントは、地球の奥深くから熱を汲み上げて市民に供給します。建物へ暖房を供給するため、建物が熱供給管付きの水道管に接続されているか確認してください。	
